Cuda is available!
Step [10/100000], d_real_loss: 0.2485, d_mnist_loss: 0.1324, d_svhn_loss: 0.1161, d_fake_loss: 0.1903, g_loss: 1.2494 
Step [84720/100000], d_real_loss: 0.0882, d_mnist_loss: 0.0111, d_svhn_loss: 0.0770, d_fake_loss: 0.1422, g_loss: 1.2215 
Step [84730/100000], d_real_loss: 0.0221, d_mnist_loss: 0.0087, d_svhn_loss: 0.0134, d_fake_loss: 0.0225, g_loss: 1.1858 
Step [84740/100000], d_real_loss: 0.0567, d_mnist_loss: 0.0021, d_svhn_loss: 0.0547, d_fake_loss: 0.0234, g_loss: 1.0866 
Step [84750/100000], d_real_loss: 0.0159, d_mnist_loss: 0.0022, d_svhn_loss: 0.0137, d_fake_loss: 0.0693, g_loss: 1.1847 
Step [84760/100000], d_real_loss: 0.0250, d_mnist_loss: 0.0075, d_svhn_loss: 0.0175, d_fake_loss: 0.0193, g_loss: 1.0464 
Step [84770/100000], d_real_loss: 0.0322, d_mnist_loss: 0.0042, d_svhn_loss: 0.0280, d_fake_loss: 0.1491, g_loss: 1.1588 
Step [84780/100000], d_real_loss: 0.0447, d_mnist_loss: 0.0192, d_svhn_loss: 0.0255, d_fake_loss: 0.0107, g_loss: 1.0708 
Step [84790/100000], d_real_loss: 0.0218, d_mnist_loss: 0.0014, d_svhn_loss: 0.0204, d_fake_loss: 0.0178, g_loss: 1.0706 
Step [84800/100000], d_real_loss: 0.0211, d_mnist_loss: 0.0071, d_svhn_loss: 0.0140, d_fake_loss: 0.0131, g_loss: 1.1894 
Step [84810/100000], d_real_loss: 0.0113, d_mnist_loss: 0.0008, d_svhn_loss: 0.0104, d_fake_loss: 0.0180, g_loss: 1.1689 
Step [84820/100000], d_real_loss: 0.0418, d_mnist_loss: 0.0196, d_svhn_loss: 0.0222, d_fake_loss: 0.1343, g_loss: 1.0677 
Step [84830/100000], d_real_loss: 0.0152, d_mnist_loss: 0.0006, d_svhn_loss: 0.0146, d_fake_loss: 0.0485, g_loss: 1.1259 
Step [84840/100000], d_real_loss: 0.0218, d_mnist_loss: 0.0027, d_svhn_loss: 0.0191, d_fake_loss: 0.0267, g_loss: 1.1407 
Step [84850/100000], d_real_loss: 0.0169, d_mnist_loss: 0.0008, d_svhn_loss: 0.0161, d_fake_loss: 0.0178, g_loss: 1.1887 
Step [84860/100000], d_real_loss: 0.0586, d_mnist_loss: 0.0045, d_svhn_loss: 0.0540, d_fake_loss: 0.0484, g_loss: 1.1973 
Step [84870/100000], d_real_loss: 0.0378, d_mnist_loss: 0.0007, d_svhn_loss: 0.0371, d_fake_loss: 0.0257, g_loss: 1.1198 
Step [84880/100000], d_real_loss: 0.0784, d_mnist_loss: 0.0007, d_svhn_loss: 0.0777, d_fake_loss: 0.0157, g_loss: 1.1477 
Step [84890/100000], d_real_loss: 0.0324, d_mnist_loss: 0.0070, d_svhn_loss: 0.0254, d_fake_loss: 0.0196, g_loss: 1.1329 
Step [84900/100000], d_real_loss: 0.0702, d_mnist_loss: 0.0109, d_svhn_loss: 0.0592, d_fake_loss: 0.0213, g_loss: 1.0630 
Step [84910/100000], d_real_loss: 0.0607, d_mnist_loss: 0.0129, d_svhn_loss: 0.0479, d_fake_loss: 0.0296, g_loss: 1.1143 
Step [84920/100000], d_real_loss: 0.0217, d_mnist_loss: 0.0029, d_svhn_loss: 0.0188, d_fake_loss: 0.0343, g_loss: 1.1829 
Step [84930/100000], d_real_loss: 0.1634, d_mnist_loss: 0.0011, d_svhn_loss: 0.1623, d_fake_loss: 0.0359, g_loss: 1.1395 
Step [84940/100000], d_real_loss: 0.0876, d_mnist_loss: 0.0125, d_svhn_loss: 0.0751, d_fake_loss: 0.0319, g_loss: 0.9808 
Step [84950/100000], d_real_loss: 0.0703, d_mnist_loss: 0.0006, d_svhn_loss: 0.0697, d_fake_loss: 0.0233, g_loss: 1.1105 
Step [84960/100000], d_real_loss: 0.0177, d_mnist_loss: 0.0005, d_svhn_loss: 0.0173, d_fake_loss: 0.0307, g_loss: 1.2383 
Step [84970/100000], d_real_loss: 0.0129, d_mnist_loss: 0.0014, d_svhn_loss: 0.0114, d_fake_loss: 0.0556, g_loss: 1.1330 
Step [84980/100000], d_real_loss: 0.0246, d_mnist_loss: 0.0064, d_svhn_loss: 0.0182, d_fake_loss: 0.0227, g_loss: 1.1029 
Step [84990/100000], d_real_loss: 0.0166, d_mnist_loss: 0.0006, d_svhn_loss: 0.0160, d_fake_loss: 0.0188, g_loss: 1.1931 
Step [85000/100000], d_real_loss: 0.0219, d_mnist_loss: 0.0011, d_svhn_loss: 0.0208, d_fake_loss: 0.0153, g_loss: 1.0996 
Step [85010/100000], d_real_loss: 0.0240, d_mnist_loss: 0.0007, d_svhn_loss: 0.0233, d_fake_loss: 0.0128, g_loss: 1.1269 
Step [85020/100000], d_real_loss: 0.0183, d_mnist_loss: 0.0009, d_svhn_loss: 0.0174, d_fake_loss: 0.0112, g_loss: 1.1798 
Step [85030/100000], d_real_loss: 0.0656, d_mnist_loss: 0.0011, d_svhn_loss: 0.0644, d_fake_loss: 0.0205, g_loss: 1.1055 
Step [85040/100000], d_real_loss: 0.0203, d_mnist_loss: 0.0040, d_svhn_loss: 0.0163, d_fake_loss: 0.0297, g_loss: 1.1994 
Step [85050/100000], d_real_loss: 0.0185, d_mnist_loss: 0.0016, d_svhn_loss: 0.0169, d_fake_loss: 0.0488, g_loss: 1.1251 
Step [85060/100000], d_real_loss: 0.1271, d_mnist_loss: 0.0028, d_svhn_loss: 0.1243, d_fake_loss: 0.0503, g_loss: 1.1413 
Step [85070/100000], d_real_loss: 0.0283, d_mnist_loss: 0.0004, d_svhn_loss: 0.0279, d_fake_loss: 0.0270, g_loss: 1.1222 
Step [85080/100000], d_real_loss: 0.0359, d_mnist_loss: 0.0083, d_svhn_loss: 0.0276, d_fake_loss: 0.0151, g_loss: 1.0341 
Step [85090/100000], d_real_loss: 0.0493, d_mnist_loss: 0.0162, d_svhn_loss: 0.0331, d_fake_loss: 0.0188, g_loss: 1.1911 
Step [85100/100000], d_real_loss: 0.0303, d_mnist_loss: 0.0074, d_svhn_loss: 0.0229, d_fake_loss: 0.1328, g_loss: 1.1523 
Step [85110/100000], d_real_loss: 0.0411, d_mnist_loss: 0.0008, d_svhn_loss: 0.0403, d_fake_loss: 0.0436, g_loss: 1.2241 
Step [85120/100000], d_real_loss: 0.0338, d_mnist_loss: 0.0028, d_svhn_loss: 0.0310, d_fake_loss: 0.0591, g_loss: 1.1036 
Step [85130/100000], d_real_loss: 0.0890, d_mnist_loss: 0.0091, d_svhn_loss: 0.0799, d_fake_loss: 0.0270, g_loss: 1.1984 
Step [85140/100000], d_real_loss: 0.0279, d_mnist_loss: 0.0041, d_svhn_loss: 0.0238, d_fake_loss: 0.0330, g_loss: 1.1553 
Step [85150/100000], d_real_loss: 0.0271, d_mnist_loss: 0.0007, d_svhn_loss: 0.0264, d_fake_loss: 0.0252, g_loss: 1.1163 
Step [85160/100000], d_real_loss: 0.0196, d_mnist_loss: 0.0060, d_svhn_loss: 0.0136, d_fake_loss: 0.0212, g_loss: 1.0813 
Step [85170/100000], d_real_loss: 0.0338, d_mnist_loss: 0.0039, d_svhn_loss: 0.0298, d_fake_loss: 0.0117, g_loss: 1.1677 
Step [85180/100000], d_real_loss: 0.0412, d_mnist_loss: 0.0031, d_svhn_loss: 0.0381, d_fake_loss: 0.0135, g_loss: 1.1783 
Step [85190/100000], d_real_loss: 0.0153, d_mnist_loss: 0.0028, d_svhn_loss: 0.0125, d_fake_loss: 0.0116, g_loss: 1.1741 
Step [85200/100000], d_real_loss: 0.0394, d_mnist_loss: 0.0006, d_svhn_loss: 0.0388, d_fake_loss: 0.0118, g_loss: 1.1062 
Step [85210/100000], d_real_loss: 0.0753, d_mnist_loss: 0.0005, d_svhn_loss: 0.0748, d_fake_loss: 0.0194, g_loss: 1.1196 
Step [85220/100000], d_real_loss: 0.0358, d_mnist_loss: 0.0032, d_svhn_loss: 0.0326, d_fake_loss: 0.0696, g_loss: 1.2970 
Step [85230/100000], d_real_loss: 0.0404, d_mnist_loss: 0.0117, d_svhn_loss: 0.0287, d_fake_loss: 0.0271, g_loss: 1.1550 
Step [85240/100000], d_real_loss: 0.0203, d_mnist_loss: 0.0017, d_svhn_loss: 0.0186, d_fake_loss: 0.0328, g_loss: 1.1421 
Step [85250/100000], d_real_loss: 0.0271, d_mnist_loss: 0.0026, d_svhn_loss: 0.0245, d_fake_loss: 0.0201, g_loss: 1.1468 
Step [85260/100000], d_real_loss: 0.0236, d_mnist_loss: 0.0039, d_svhn_loss: 0.0197, d_fake_loss: 0.0580, g_loss: 1.0765 
Step [85270/100000], d_real_loss: 0.0155, d_mnist_loss: 0.0010, d_svhn_loss: 0.0145, d_fake_loss: 0.0161, g_loss: 1.1048 
Step [85280/100000], d_real_loss: 0.0678, d_mnist_loss: 0.0235, d_svhn_loss: 0.0443, d_fake_loss: 0.0262, g_loss: 1.1536 
Step [85290/100000], d_real_loss: 0.0376, d_mnist_loss: 0.0006, d_svhn_loss: 0.0370, d_fake_loss: 0.0361, g_loss: 1.0936 
Step [85300/100000], d_real_loss: 0.0320, d_mnist_loss: 0.0006, d_svhn_loss: 0.0314, d_fake_loss: 0.0692, g_loss: 1.1378 
Step [85310/100000], d_real_loss: 0.1290, d_mnist_loss: 0.0179, d_svhn_loss: 0.1111, d_fake_loss: 0.0248, g_loss: 1.1729 
Step [85320/100000], d_real_loss: 0.0267, d_mnist_loss: 0.0009, d_svhn_loss: 0.0258, d_fake_loss: 0.0193, g_loss: 1.1251 
Step [85330/100000], d_real_loss: 0.0296, d_mnist_loss: 0.0046, d_svhn_loss: 0.0250, d_fake_loss: 0.0210, g_loss: 1.0514 
Step [85340/100000], d_real_loss: 0.0324, d_mnist_loss: 0.0056, d_svhn_loss: 0.0267, d_fake_loss: 0.0225, g_loss: 1.1543 
Step [85350/100000], d_real_loss: 0.0263, d_mnist_loss: 0.0100, d_svhn_loss: 0.0163, d_fake_loss: 0.0112, g_loss: 1.0828 
Step [85360/100000], d_real_loss: 0.0551, d_mnist_loss: 0.0080, d_svhn_loss: 0.0471, d_fake_loss: 0.0293, g_loss: 1.0869 
Step [85370/100000], d_real_loss: 0.0387, d_mnist_loss: 0.0025, d_svhn_loss: 0.0362, d_fake_loss: 0.0162, g_loss: 1.1398 
Step [85380/100000], d_real_loss: 0.0145, d_mnist_loss: 0.0005, d_svhn_loss: 0.0140, d_fake_loss: 0.0309, g_loss: 1.1574 
Step [85390/100000], d_real_loss: 0.0253, d_mnist_loss: 0.0055, d_svhn_loss: 0.0198, d_fake_loss: 0.0160, g_loss: 1.1957 
Step [85400/100000], d_real_loss: 0.0154, d_mnist_loss: 0.0027, d_svhn_loss: 0.0127, d_fake_loss: 0.0157, g_loss: 1.0875 
Step [85410/100000], d_real_loss: 0.0215, d_mnist_loss: 0.0078, d_svhn_loss: 0.0137, d_fake_loss: 0.0349, g_loss: 1.0814 
Step [85420/100000], d_real_loss: 0.0276, d_mnist_loss: 0.0110, d_svhn_loss: 0.0166, d_fake_loss: 0.0152, g_loss: 1.1271 
Step [85430/100000], d_real_loss: 0.0539, d_mnist_loss: 0.0012, d_svhn_loss: 0.0527, d_fake_loss: 0.0741, g_loss: 1.0986 
Step [85440/100000], d_real_loss: 0.0239, d_mnist_loss: 0.0003, d_svhn_loss: 0.0235, d_fake_loss: 0.0495, g_loss: 1.0954 
Step [85450/100000], d_real_loss: 0.0295, d_mnist_loss: 0.0017, d_svhn_loss: 0.0278, d_fake_loss: 0.0152, g_loss: 1.1273 
Step [85460/100000], d_real_loss: 0.0761, d_mnist_loss: 0.0037, d_svhn_loss: 0.0724, d_fake_loss: 0.0973, g_loss: 1.1594 
Step [85470/100000], d_real_loss: 0.0503, d_mnist_loss: 0.0021, d_svhn_loss: 0.0482, d_fake_loss: 0.0186, g_loss: 1.0830 
Step [85480/100000], d_real_loss: 0.0141, d_mnist_loss: 0.0005, d_svhn_loss: 0.0137, d_fake_loss: 0.0199, g_loss: 1.1049 
Step [85490/100000], d_real_loss: 0.0585, d_mnist_loss: 0.0201, d_svhn_loss: 0.0384, d_fake_loss: 0.0653, g_loss: 1.0202 
Step [85500/100000], d_real_loss: 0.1452, d_mnist_loss: 0.0618, d_svhn_loss: 0.0834, d_fake_loss: 0.2630, g_loss: 1.1218 
Step [85510/100000], d_real_loss: 0.0184, d_mnist_loss: 0.0027, d_svhn_loss: 0.0157, d_fake_loss: 0.0511, g_loss: 1.0993 
Step [85520/100000], d_real_loss: 0.0290, d_mnist_loss: 0.0015, d_svhn_loss: 0.0275, d_fake_loss: 0.0491, g_loss: 1.1232 
Step [85530/100000], d_real_loss: 0.0191, d_mnist_loss: 0.0057, d_svhn_loss: 0.0135, d_fake_loss: 0.0804, g_loss: 1.1095 
Step [85540/100000], d_real_loss: 0.0593, d_mnist_loss: 0.0090, d_svhn_loss: 0.0503, d_fake_loss: 0.0711, g_loss: 1.0768 
Step [85550/100000], d_real_loss: 0.0479, d_mnist_loss: 0.0048, d_svhn_loss: 0.0431, d_fake_loss: 0.1799, g_loss: 1.0787 
Step [85560/100000], d_real_loss: 0.0226, d_mnist_loss: 0.0017, d_svhn_loss: 0.0209, d_fake_loss: 0.0150, g_loss: 1.1400 
Step [85570/100000], d_real_loss: 0.0160, d_mnist_loss: 0.0007, d_svhn_loss: 0.0154, d_fake_loss: 0.0617, g_loss: 1.1425 
Step [85580/100000], d_real_loss: 0.0203, d_mnist_loss: 0.0043, d_svhn_loss: 0.0160, d_fake_loss: 0.0157, g_loss: 1.0708 
Step [85590/100000], d_real_loss: 0.0261, d_mnist_loss: 0.0069, d_svhn_loss: 0.0192, d_fake_loss: 0.0270, g_loss: 1.1039 
Step [85600/100000], d_real_loss: 0.0217, d_mnist_loss: 0.0011, d_svhn_loss: 0.0206, d_fake_loss: 0.0107, g_loss: 1.1335 
Step [85610/100000], d_real_loss: 0.0370, d_mnist_loss: 0.0017, d_svhn_loss: 0.0354, d_fake_loss: 0.0181, g_loss: 1.1488 
Step [85620/100000], d_real_loss: 0.0494, d_mnist_loss: 0.0176, d_svhn_loss: 0.0318, d_fake_loss: 0.0089, g_loss: 1.0491 
Step [85630/100000], d_real_loss: 0.0399, d_mnist_loss: 0.0078, d_svhn_loss: 0.0321, d_fake_loss: 0.0245, g_loss: 1.1761 
Step [85640/100000], d_real_loss: 0.0517, d_mnist_loss: 0.0043, d_svhn_loss: 0.0474, d_fake_loss: 0.0335, g_loss: 1.1137 
Step [85650/100000], d_real_loss: 0.0301, d_mnist_loss: 0.0005, d_svhn_loss: 0.0296, d_fake_loss: 0.0205, g_loss: 1.1272 
Step [85660/100000], d_real_loss: 0.0256, d_mnist_loss: 0.0016, d_svhn_loss: 0.0240, d_fake_loss: 0.0300, g_loss: 1.1042 
Step [85670/100000], d_real_loss: 0.0862, d_mnist_loss: 0.0024, d_svhn_loss: 0.0839, d_fake_loss: 0.0269, g_loss: 1.1831 
Step [85680/100000], d_real_loss: 0.0254, d_mnist_loss: 0.0135, d_svhn_loss: 0.0120, d_fake_loss: 0.0177, g_loss: 1.1372 
Step [85690/100000], d_real_loss: 0.0199, d_mnist_loss: 0.0017, d_svhn_loss: 0.0182, d_fake_loss: 0.0138, g_loss: 1.1346 
Step [85700/100000], d_real_loss: 0.0136, d_mnist_loss: 0.0022, d_svhn_loss: 0.0115, d_fake_loss: 0.0375, g_loss: 1.1046 
Step [85710/100000], d_real_loss: 0.0499, d_mnist_loss: 0.0188, d_svhn_loss: 0.0310, d_fake_loss: 0.0307, g_loss: 1.0739 
Step [85720/100000], d_real_loss: 0.0511, d_mnist_loss: 0.0009, d_svhn_loss: 0.0502, d_fake_loss: 0.0712, g_loss: 1.1282 
Step [85730/100000], d_real_loss: 0.0818, d_mnist_loss: 0.0021, d_svhn_loss: 0.0798, d_fake_loss: 0.0282, g_loss: 1.1827 
Step [85740/100000], d_real_loss: 0.0677, d_mnist_loss: 0.0019, d_svhn_loss: 0.0658, d_fake_loss: 0.0477, g_loss: 1.1549 
Step [85750/100000], d_real_loss: 0.0178, d_mnist_loss: 0.0028, d_svhn_loss: 0.0150, d_fake_loss: 0.0143, g_loss: 1.1827 
Step [85760/100000], d_real_loss: 0.0161, d_mnist_loss: 0.0005, d_svhn_loss: 0.0155, d_fake_loss: 0.0294, g_loss: 1.1101 
Step [85770/100000], d_real_loss: 0.0217, d_mnist_loss: 0.0060, d_svhn_loss: 0.0157, d_fake_loss: 0.0317, g_loss: 1.1067 
Step [85780/100000], d_real_loss: 0.0196, d_mnist_loss: 0.0009, d_svhn_loss: 0.0187, d_fake_loss: 0.0299, g_loss: 1.1094 
Step [85790/100000], d_real_loss: 0.0263, d_mnist_loss: 0.0036, d_svhn_loss: 0.0227, d_fake_loss: 0.0141, g_loss: 1.0944 
Step [85800/100000], d_real_loss: 0.0389, d_mnist_loss: 0.0037, d_svhn_loss: 0.0352, d_fake_loss: 0.0339, g_loss: 1.1110 
Step [85810/100000], d_real_loss: 0.0483, d_mnist_loss: 0.0011, d_svhn_loss: 0.0472, d_fake_loss: 0.0112, g_loss: 1.1153 
Step [85820/100000], d_real_loss: 0.0291, d_mnist_loss: 0.0017, d_svhn_loss: 0.0274, d_fake_loss: 0.0679, g_loss: 1.0846 
Step [85830/100000], d_real_loss: 0.0290, d_mnist_loss: 0.0017, d_svhn_loss: 0.0274, d_fake_loss: 0.0541, g_loss: 1.1018 
Step [85840/100000], d_real_loss: 0.0147, d_mnist_loss: 0.0019, d_svhn_loss: 0.0127, d_fake_loss: 0.0249, g_loss: 1.0454 
Step [85850/100000], d_real_loss: 0.0568, d_mnist_loss: 0.0386, d_svhn_loss: 0.0182, d_fake_loss: 0.0416, g_loss: 1.1396 
Step [85860/100000], d_real_loss: 0.1183, d_mnist_loss: 0.0338, d_svhn_loss: 0.0846, d_fake_loss: 0.0115, g_loss: 1.1745 
Step [85870/100000], d_real_loss: 0.0176, d_mnist_loss: 0.0029, d_svhn_loss: 0.0147, d_fake_loss: 0.0287, g_loss: 1.1233 
Step [85880/100000], d_real_loss: 0.0147, d_mnist_loss: 0.0011, d_svhn_loss: 0.0136, d_fake_loss: 0.0366, g_loss: 1.1447 
Step [85890/100000], d_real_loss: 0.0384, d_mnist_loss: 0.0189, d_svhn_loss: 0.0195, d_fake_loss: 0.0510, g_loss: 1.0475 
Step [85900/100000], d_real_loss: 0.0332, d_mnist_loss: 0.0086, d_svhn_loss: 0.0246, d_fake_loss: 0.0292, g_loss: 1.1639 
Step [85910/100000], d_real_loss: 0.0102, d_mnist_loss: 0.0010, d_svhn_loss: 0.0092, d_fake_loss: 0.0169, g_loss: 1.1032 
Step [85920/100000], d_real_loss: 0.0230, d_mnist_loss: 0.0047, d_svhn_loss: 0.0183, d_fake_loss: 0.0245, g_loss: 1.1758 
Step [85930/100000], d_real_loss: 0.0293, d_mnist_loss: 0.0018, d_svhn_loss: 0.0274, d_fake_loss: 0.0349, g_loss: 1.0793 
Step [85940/100000], d_real_loss: 0.0767, d_mnist_loss: 0.0053, d_svhn_loss: 0.0714, d_fake_loss: 0.0300, g_loss: 1.1033 
Step [85950/100000], d_real_loss: 0.0177, d_mnist_loss: 0.0006, d_svhn_loss: 0.0170, d_fake_loss: 0.0252, g_loss: 1.0704 
Step [85960/100000], d_real_loss: 0.0146, d_mnist_loss: 0.0023, d_svhn_loss: 0.0124, d_fake_loss: 0.0390, g_loss: 1.1268 
Step [85970/100000], d_real_loss: 0.0165, d_mnist_loss: 0.0007, d_svhn_loss: 0.0158, d_fake_loss: 0.0225, g_loss: 1.1585 
Step [85980/100000], d_real_loss: 0.0234, d_mnist_loss: 0.0014, d_svhn_loss: 0.0220, d_fake_loss: 0.0509, g_loss: 1.0731 
Step [85990/100000], d_real_loss: 0.0354, d_mnist_loss: 0.0011, d_svhn_loss: 0.0343, d_fake_loss: 0.0298, g_loss: 1.1040 
Step [86000/100000], d_real_loss: 0.0198, d_mnist_loss: 0.0009, d_svhn_loss: 0.0189, d_fake_loss: 0.0191, g_loss: 1.1722 
Step [86010/100000], d_real_loss: 0.0359, d_mnist_loss: 0.0169, d_svhn_loss: 0.0190, d_fake_loss: 0.0267, g_loss: 1.0973 
Step [86020/100000], d_real_loss: 0.0686, d_mnist_loss: 0.0013, d_svhn_loss: 0.0673, d_fake_loss: 0.0288, g_loss: 1.1003 
Step [86030/100000], d_real_loss: 0.0212, d_mnist_loss: 0.0022, d_svhn_loss: 0.0189, d_fake_loss: 0.0352, g_loss: 1.0590 
Step [86040/100000], d_real_loss: 0.0209, d_mnist_loss: 0.0005, d_svhn_loss: 0.0204, d_fake_loss: 0.0320, g_loss: 1.1498 
Step [86050/100000], d_real_loss: 0.0635, d_mnist_loss: 0.0060, d_svhn_loss: 0.0574, d_fake_loss: 0.0171, g_loss: 1.0554 
Step [86060/100000], d_real_loss: 0.0160, d_mnist_loss: 0.0045, d_svhn_loss: 0.0116, d_fake_loss: 0.0177, g_loss: 1.1464 
Step [86070/100000], d_real_loss: 0.0103, d_mnist_loss: 0.0014, d_svhn_loss: 0.0089, d_fake_loss: 0.0512, g_loss: 1.0614 
Step [86080/100000], d_real_loss: 0.0721, d_mnist_loss: 0.0198, d_svhn_loss: 0.0523, d_fake_loss: 0.0152, g_loss: 1.1034 
Step [86090/100000], d_real_loss: 0.0204, d_mnist_loss: 0.0005, d_svhn_loss: 0.0199, d_fake_loss: 0.0174, g_loss: 1.2099 
Step [86100/100000], d_real_loss: 0.0186, d_mnist_loss: 0.0033, d_svhn_loss: 0.0152, d_fake_loss: 0.0237, g_loss: 1.0396 
Step [86110/100000], d_real_loss: 0.0223, d_mnist_loss: 0.0008, d_svhn_loss: 0.0215, d_fake_loss: 0.0101, g_loss: 1.0949 
Step [86120/100000], d_real_loss: 0.0405, d_mnist_loss: 0.0010, d_svhn_loss: 0.0394, d_fake_loss: 0.0192, g_loss: 1.1007 
Step [86130/100000], d_real_loss: 0.0518, d_mnist_loss: 0.0021, d_svhn_loss: 0.0497, d_fake_loss: 0.0170, g_loss: 1.0977 
Step [86140/100000], d_real_loss: 0.0195, d_mnist_loss: 0.0067, d_svhn_loss: 0.0128, d_fake_loss: 0.0270, g_loss: 1.1793 
Step [86150/100000], d_real_loss: 0.0646, d_mnist_loss: 0.0118, d_svhn_loss: 0.0528, d_fake_loss: 0.0076, g_loss: 1.1669 
Step [86160/100000], d_real_loss: 0.0228, d_mnist_loss: 0.0010, d_svhn_loss: 0.0218, d_fake_loss: 0.0311, g_loss: 1.1051 
Step [86170/100000], d_real_loss: 0.0136, d_mnist_loss: 0.0020, d_svhn_loss: 0.0115, d_fake_loss: 0.1603, g_loss: 1.1398 
Step [86180/100000], d_real_loss: 0.0165, d_mnist_loss: 0.0008, d_svhn_loss: 0.0157, d_fake_loss: 0.0214, g_loss: 1.1767 
Step [86190/100000], d_real_loss: 0.0537, d_mnist_loss: 0.0167, d_svhn_loss: 0.0370, d_fake_loss: 0.0509, g_loss: 1.1467 
Step [86200/100000], d_real_loss: 0.0259, d_mnist_loss: 0.0065, d_svhn_loss: 0.0193, d_fake_loss: 0.0170, g_loss: 1.1539 
Step [86210/100000], d_real_loss: 0.0193, d_mnist_loss: 0.0016, d_svhn_loss: 0.0177, d_fake_loss: 0.0195, g_loss: 1.0990 
Step [86220/100000], d_real_loss: 0.0743, d_mnist_loss: 0.0054, d_svhn_loss: 0.0690, d_fake_loss: 0.0238, g_loss: 1.0877 
Step [86230/100000], d_real_loss: 0.0480, d_mnist_loss: 0.0007, d_svhn_loss: 0.0473, d_fake_loss: 0.0413, g_loss: 1.0833 
Step [86240/100000], d_real_loss: 0.1012, d_mnist_loss: 0.0019, d_svhn_loss: 0.0993, d_fake_loss: 0.0391, g_loss: 1.1455 
Step [86250/100000], d_real_loss: 0.0202, d_mnist_loss: 0.0027, d_svhn_loss: 0.0175, d_fake_loss: 0.0796, g_loss: 1.0957 
Step [86260/100000], d_real_loss: 0.0237, d_mnist_loss: 0.0037, d_svhn_loss: 0.0200, d_fake_loss: 0.0203, g_loss: 1.1713 
Step [86270/100000], d_real_loss: 0.0153, d_mnist_loss: 0.0011, d_svhn_loss: 0.0142, d_fake_loss: 0.0126, g_loss: 1.0917 
Step [86280/100000], d_real_loss: 0.0474, d_mnist_loss: 0.0019, d_svhn_loss: 0.0455, d_fake_loss: 0.0162, g_loss: 1.1269 
Step [86290/100000], d_real_loss: 0.0361, d_mnist_loss: 0.0028, d_svhn_loss: 0.0333, d_fake_loss: 0.0261, g_loss: 1.1213 
Step [86300/100000], d_real_loss: 0.0234, d_mnist_loss: 0.0130, d_svhn_loss: 0.0104, d_fake_loss: 0.0166, g_loss: 1.0153 
Step [86310/100000], d_real_loss: 0.0232, d_mnist_loss: 0.0010, d_svhn_loss: 0.0222, d_fake_loss: 0.0103, g_loss: 1.1131 
Step [86320/100000], d_real_loss: 0.0452, d_mnist_loss: 0.0068, d_svhn_loss: 0.0385, d_fake_loss: 0.0344, g_loss: 1.1923 
Step [86330/100000], d_real_loss: 0.0231, d_mnist_loss: 0.0068, d_svhn_loss: 0.0163, d_fake_loss: 0.0150, g_loss: 1.0993 
Step [86340/100000], d_real_loss: 0.0332, d_mnist_loss: 0.0165, d_svhn_loss: 0.0167, d_fake_loss: 0.0125, g_loss: 1.1563 
Step [86350/100000], d_real_loss: 0.0452, d_mnist_loss: 0.0010, d_svhn_loss: 0.0442, d_fake_loss: 0.0191, g_loss: 1.1251 
Step [86360/100000], d_real_loss: 0.0180, d_mnist_loss: 0.0045, d_svhn_loss: 0.0136, d_fake_loss: 0.0304, g_loss: 1.1078 
Step [86370/100000], d_real_loss: 0.0377, d_mnist_loss: 0.0013, d_svhn_loss: 0.0364, d_fake_loss: 0.0171, g_loss: 1.1285 
Step [86380/100000], d_real_loss: 0.0255, d_mnist_loss: 0.0006, d_svhn_loss: 0.0249, d_fake_loss: 0.0363, g_loss: 1.0958 
Step [86390/100000], d_real_loss: 0.0310, d_mnist_loss: 0.0038, d_svhn_loss: 0.0271, d_fake_loss: 0.0169, g_loss: 1.1611 
Step [86400/100000], d_real_loss: 0.1225, d_mnist_loss: 0.0005, d_svhn_loss: 0.1220, d_fake_loss: 0.0724, g_loss: 1.1091 
Step [86410/100000], d_real_loss: 0.0737, d_mnist_loss: 0.0245, d_svhn_loss: 0.0492, d_fake_loss: 0.0613, g_loss: 1.2653 
Step [86420/100000], d_real_loss: 0.0212, d_mnist_loss: 0.0023, d_svhn_loss: 0.0188, d_fake_loss: 0.0442, g_loss: 1.1059 
Step [86430/100000], d_real_loss: 0.0469, d_mnist_loss: 0.0012, d_svhn_loss: 0.0457, d_fake_loss: 0.0805, g_loss: 1.0936 
Step [86440/100000], d_real_loss: 0.0800, d_mnist_loss: 0.0050, d_svhn_loss: 0.0750, d_fake_loss: 0.0146, g_loss: 1.1506 
Step [86450/100000], d_real_loss: 0.0222, d_mnist_loss: 0.0075, d_svhn_loss: 0.0147, d_fake_loss: 0.0131, g_loss: 1.1805 
Step [86460/100000], d_real_loss: 0.1222, d_mnist_loss: 0.0008, d_svhn_loss: 0.1215, d_fake_loss: 0.0121, g_loss: 1.1311 
Step [86470/100000], d_real_loss: 0.0251, d_mnist_loss: 0.0016, d_svhn_loss: 0.0235, d_fake_loss: 0.0167, g_loss: 1.1678 
Step [86480/100000], d_real_loss: 0.0352, d_mnist_loss: 0.0018, d_svhn_loss: 0.0334, d_fake_loss: 0.0165, g_loss: 1.0743 
Step [86490/100000], d_real_loss: 0.0513, d_mnist_loss: 0.0135, d_svhn_loss: 0.0378, d_fake_loss: 0.0358, g_loss: 1.1011 
